engine,action_id,run_id,payment_intent_id,related_attempt_id,action_type,retry_number,scheduled_for,executed_at,created_at,outcome,reason,schedule_reason,failure_code,failure_reason,payment_method,customer_declined,amount,cost,expected_recovery,metadata_json,source
BASELINE,4d7df63b-4f1d-4ac9-9c79-dd8c6a7203c6,b03c9435-7d22-4661-9631-eb6061fe7f2c,2e306f34-52d1-418c-afbb-2725031343cc,,RETRY,2,2024-09-07T10:00:00+00:00,2026-09-04T11:56:59.720932+00:00,2026-09-04T11:56:59.454469+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '2e306f34-52d1-418c-afbb-2725031343cc', 'person_id': 'fd1b5ba5-16e7-46d5-a45a-4e4f6d144608', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.720932+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '0e9f5151-268a-429b-9b58-1e9b388c7696', 'failure_timestamp': '2024-09-06T22:00:00+00:00', 'primary_account_id': 'e6517592-16cd-4139-ae37-450a813f7050'}",lifetime
BASELINE,413c112d-62db-4bea-916c-c3e979d4871e,b03c9435-7d22-4661-9631-eb6061fe7f2c,67c7e008-f288-4189-b127-f9fc80b5e9ad,,RETRY,2,2024-09-07T10:00:00+00:00,2026-09-04T11:56:59.717927+00:00,2026-09-04T11:56:59.449890+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '67c7e008-f288-4189-b127-f9fc80b5e9ad', 'person_id': '71803335-ef03-4552-813c-a20c5c919fea', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.717927+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'ccda7d05-f553-4491-89f6-1bda8222ba53', 'failure_timestamp': '2024-09-06T22:00:00+00:00', 'primary_account_id': 'b1073d85-67ed-4e42-b8ea-e6a49a739f1c'}",lifetime
BASELINE,cf61a79b-431e-4bbe-aad2-8982fe0d8d3a,b03c9435-7d22-4661-9631-eb6061fe7f2c,bc709b96-346a-4fd1-ae4b-cff32cde5f9e,,RETRY,2,2024-09-07T10:00:00+00:00,2026-09-04T11:56:59.718933+00:00,2026-09-04T11:56:59.443542+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': 'bc709b96-346a-4fd1-ae4b-cff32cde5f9e', 'person_id': '34ecb28e-00fe-4f6c-a55a-8bd4632f1e37', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.718933+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'd1561908-4359-421a-b656-9c67e11786d6', 'failure_timestamp': '2024-09-06T22:00:00+00:00', 'primary_account_id': '819a2a2c-0e30-45ab-acab-5c2486af1acf'}",lifetime
BASELINE,10660bfa-dfbc-4462-860f-053ae3825959,b03c9435-7d22-4661-9631-eb6061fe7f2c,cd926735-6c9c-4768-9918-9a0562506c0c,,RETRY,2,2024-09-07T10:00:00+00:00,2026-09-04T11:56:59.715095+00:00,2026-09-04T11:56:59.438991+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'cd926735-6c9c-4768-9918-9a0562506c0c', 'person_id': '4207a63f-9b55-484d-8dee-75641025e282', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.715095+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '94e6d489-98f8-4f40-92b4-7795a04d3451', 'failure_timestamp': '2024-09-06T22:00:00+00:00', 'primary_account_id': 'b8e73fdf-0f50-462a-95e3-02741337f867'}",lifetime
BASELINE,fda43253-f886-43d6-837d-2345877c40a1,b03c9435-7d22-4661-9631-eb6061fe7f2c,ada0ef83-c701-48e8-b4ad-face704d366a,,RETRY,2,2024-09-07T10:00:00+00:00,2026-09-04T11:56:59.716649+00:00,2026-09-04T11:56:59.434736+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'ada0ef83-c701-48e8-b4ad-face704d366a', 'person_id': 'defb9797-327f-425d-a0c1-59bce87847f1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.716649+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '44e4827c-0a23-4fca-869f-fabfe6b7d18c', 'failure_timestamp': '2024-09-06T22:00:00+00:00', 'primary_account_id': '8eb88495-3dc1-48a4-94d8-e22bdcdb05c1'}",lifetime
BASELINE,d7b418c7-258d-4352-a04a-bc17d5805483,b03c9435-7d22-4661-9631-eb6061fe7f2c,df64b39c-75e6-446c-ad42-8c5f50eb6a44,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.339285+00:00,2026-09-04T11:56:58.441016+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': 'df64b39c-75e6-446c-ad42-8c5f50eb6a44', 'person_id': '99582b7b-7754-457b-886d-eac2f056d161', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.339285+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'b20b04f2-83b7-4f08-8c04-e605e127b05a', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': 'b7f23ed0-b232-4f5a-bb66-e680104540c7'}",lifetime
BASELINE,8a855ad6-4993-481d-83ae-3dea58fc468a,b03c9435-7d22-4661-9631-eb6061fe7f2c,73420a3d-5df8-4a78-bc66-9d209eadec4d,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.341313+00:00,2026-09-04T11:56:58.436506+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '73420a3d-5df8-4a78-bc66-9d209eadec4d', 'person_id': '245b0a24-ebca-4464-aaae-68d6af165b53', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.341313+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '3745edaf-3c79-47a0-9f58-ec782e7c040f', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '8ee7a053-54df-481b-b611-59e97a590294'}",lifetime
BASELINE,85308526-2705-4160-97be-a19a9f237db4,b03c9435-7d22-4661-9631-eb6061fe7f2c,c03a7864-7b63-4a4c-8629-de1b766e6f78,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.332722+00:00,2026-09-04T11:56:58.432804+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': 'c03a7864-7b63-4a4c-8629-de1b766e6f78', 'person_id': 'cc626ac2-d5bc-4a76-b9f3-682aa0c52128', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.332722+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '15c08bad-1c97-404c-88cc-4f726fdcc95d', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': 'db06a8be-fffb-4e72-9bde-d29370f30a0f'}",lifetime
BASELINE,5d40d285-cd27-4edc-9f26-1996b9e6b956,b03c9435-7d22-4661-9631-eb6061fe7f2c,2e306f34-52d1-418c-afbb-2725031343cc,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.351389+00:00,2026-09-04T11:56:58.429646+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '2e306f34-52d1-418c-afbb-2725031343cc', 'person_id': 'fd1b5ba5-16e7-46d5-a45a-4e4f6d144608', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.351389+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '42b82c90-f4f9-4eaf-8c7a-ad26cf32c6f1', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': 'e6517592-16cd-4139-ae37-450a813f7050'}",lifetime
BASELINE,93d646a2-0894-4e4a-9480-1dcbf072bc78,b03c9435-7d22-4661-9631-eb6061fe7f2c,67c7e008-f288-4189-b127-f9fc80b5e9ad,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.336727+00:00,2026-09-04T11:56:58.424814+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '67c7e008-f288-4189-b127-f9fc80b5e9ad', 'person_id': '71803335-ef03-4552-813c-a20c5c919fea', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.336727+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '6663fa03-027b-41a8-a899-806f883f6c32', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': 'b1073d85-67ed-4e42-b8ea-e6a49a739f1c'}",lifetime
BASELINE,af35012f-40d5-4a6b-865a-0f583d61fa55,b03c9435-7d22-4661-9631-eb6061fe7f2c,bc709b96-346a-4fd1-ae4b-cff32cde5f9e,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.336727+00:00,2026-09-04T11:56:58.419305+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': 'bc709b96-346a-4fd1-ae4b-cff32cde5f9e', 'person_id': '34ecb28e-00fe-4f6c-a55a-8bd4632f1e37', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.336727+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '0a175cd7-6a7d-41fb-9c2c-80cf4dbad569', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '819a2a2c-0e30-45ab-acab-5c2486af1acf'}",lifetime
BASELINE,6ee71d0b-51ad-4233-ab93-eec62b1f4d05,b03c9435-7d22-4661-9631-eb6061fe7f2c,cd926735-6c9c-4768-9918-9a0562506c0c,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.336727+00:00,2026-09-04T11:56:58.415307+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'cd926735-6c9c-4768-9918-9a0562506c0c', 'person_id': '4207a63f-9b55-484d-8dee-75641025e282', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.336727+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '31cd08fc-2e67-4b23-84a9-da7d5d5c9ac5', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': 'b8e73fdf-0f50-462a-95e3-02741337f867'}",lifetime
BASELINE,c197022f-ef08-4153-9a9b-4804ecf94186,b03c9435-7d22-4661-9631-eb6061fe7f2c,ada0ef83-c701-48e8-b4ad-face704d366a,,RETRY,1,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.303884+00:00,2026-09-04T11:56:58.410767+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'ada0ef83-c701-48e8-b4ad-face704d366a', 'person_id': 'defb9797-327f-425d-a0c1-59bce87847f1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.303884+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'fe673ec8-6904-4660-8efc-376d0d8dc690', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '8eb88495-3dc1-48a4-94d8-e22bdcdb05c1'}",lifetime
BASELINE,ef5147b1-7512-4b7e-bc52-b85992b16b62,b03c9435-7d22-4661-9631-eb6061fe7f2c,68f67d92-4a57-4ef2-bc85-0bded52ff9cc,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.328690+00:00,2026-09-04T11:56:58.407530+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '68f67d92-4a57-4ef2-bc85-0bded52ff9cc', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.328690+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '00f8a523-2df9-4199-a2c7-99fec682350c', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,87e881e4-3e09-457b-9def-e444257f95a0,b03c9435-7d22-4661-9631-eb6061fe7f2c,054917d3-9bf8-4fae-a99c-99e3edfef25a,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.319457+00:00,2026-09-04T11:56:58.403476+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '054917d3-9bf8-4fae-a99c-99e3edfef25a', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.319457+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': 'e568b5cd-154b-42ec-a717-062f51c01043', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,e60136cc-6444-4a19-b1fd-9cef360497ce,b03c9435-7d22-4661-9631-eb6061fe7f2c,711cd922-3428-4596-b78f-c7d309240ebb,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.302877+00:00,2026-09-04T11:56:58.398481+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '711cd922-3428-4596-b78f-c7d309240ebb', 'person_id': 'c10fd4dd-db31-4294-af02-529fc71816da', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.302877+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '49d1b798-be87-4cce-ac25-73ba8c49f00d', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '4babd696-3430-4b30-9a4f-1b58320a0b26'}",lifetime
BASELINE,63e3389e-c557-467c-b8fd-9888103c3bda,b03c9435-7d22-4661-9631-eb6061fe7f2c,74b0f0e4-8a38-49f5-b2fe-10d50f8ca528,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.301900+00:00,2026-09-04T11:56:58.394290+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '74b0f0e4-8a38-49f5-b2fe-10d50f8ca528', 'person_id': '8b62c817-c782-4319-b540-735a8689c964', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.301900+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '39c18a6e-cff1-4500-a7ee-536fb7744850', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '7111e496-abe8-48d2-984c-9da3dbc48524'}",lifetime
BASELINE,1a5da10b-c2ea-4df7-bb03-0d2a067a8db8,b03c9435-7d22-4661-9631-eb6061fe7f2c,a7be08bf-5270-4149-a2da-522a03821429,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.304882+00:00,2026-09-04T11:56:58.390415+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'a7be08bf-5270-4149-a2da-522a03821429', 'person_id': 'a7ff1687-a642-41d3-ad7b-57a476a09b56', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.304882+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '58b61763-32a9-4099-b557-9b45df224132', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '0936dfea-8b09-437b-8cdc-38d389e9f1be'}",lifetime
BASELINE,7784490f-d4db-43a4-adb3-84aa1cbd2b48,b03c9435-7d22-4661-9631-eb6061fe7f2c,1d0d096e-8b3a-4cb1-bfae-b7edbd2a16a4,,RETRY,3,2024-09-06T22:00:00+00:00,2026-09-04T11:56:59.298413+00:00,2026-09-04T11:56:58.384330+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '1d0d096e-8b3a-4cb1-bfae-b7edbd2a16a4', 'person_id': '8e6b2bdd-a2e4-4fd4-8f5b-11730790a3e1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:59.298413+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 3, 'retry_attempt_id': '578f6523-4f0b-48ec-83f3-e5979034b2af', 'failure_timestamp': '2024-09-06T10:00:00+00:00', 'primary_account_id': '790766da-574a-4d2c-ae8f-508bdd8b63ca'}",lifetime
BASELINE,a050ea0d-2aa9-4818-8cd5-6cdc4fdd4c02,b03c9435-7d22-4661-9631-eb6061fe7f2c,68f67d92-4a57-4ef2-bc85-0bded52ff9cc,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.312527+00:00,2026-09-04T11:56:58.026043+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '68f67d92-4a57-4ef2-bc85-0bded52ff9cc', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.312527+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '466217a8-0113-4cff-b85e-90f26bf6d7c2', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,924e11ce-22c4-4d0a-b21b-7e6318014fc8,b03c9435-7d22-4661-9631-eb6061fe7f2c,054917d3-9bf8-4fae-a99c-99e3edfef25a,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.333901+00:00,2026-09-04T11:56:58.020824+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '054917d3-9bf8-4fae-a99c-99e3edfef25a', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.333901+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'ec7a0d7c-d4f1-4142-891d-e457c368fa28', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,5bdb85c5-b07b-4c13-9d12-e9923494d6b1,b03c9435-7d22-4661-9631-eb6061fe7f2c,711cd922-3428-4596-b78f-c7d309240ebb,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.312527+00:00,2026-09-04T11:56:58.016819+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '711cd922-3428-4596-b78f-c7d309240ebb', 'person_id': 'c10fd4dd-db31-4294-af02-529fc71816da', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.312527+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '43535f9b-df19-414b-ae00-35538069b18d', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '4babd696-3430-4b30-9a4f-1b58320a0b26'}",lifetime
BASELINE,9ebdfb36-90b8-4117-b57c-8eb86b9a43ba,b03c9435-7d22-4661-9631-eb6061fe7f2c,74b0f0e4-8a38-49f5-b2fe-10d50f8ca528,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.310361+00:00,2026-09-04T11:56:58.011728+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,CARD,False,140.42,,,"{'outcome': 'FAILED', 'intent_id': '74b0f0e4-8a38-49f5-b2fe-10d50f8ca528', 'person_id': '8b62c817-c782-4319-b540-735a8689c964', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.310361+00:00', 'merchant_id': '84c13ae1-c012-426f-8893-a1fc7f183c3c', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '21edc7be-8a1f-47a6-8ad7-a2113fb52015', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '7111e496-abe8-48d2-984c-9da3dbc48524'}",lifetime
BASELINE,6a5253ab-bd71-4a66-a8bd-19d022a42b2c,b03c9435-7d22-4661-9631-eb6061fe7f2c,a7be08bf-5270-4149-a2da-522a03821429,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.309154+00:00,2026-09-04T11:56:58.005730+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': 'a7be08bf-5270-4149-a2da-522a03821429', 'person_id': 'a7ff1687-a642-41d3-ad7b-57a476a09b56', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.309154+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': 'fe19bd68-4792-495c-a5c6-1a97769fffe0', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '0936dfea-8b09-437b-8cdc-38d389e9f1be'}",lifetime
BASELINE,e29f94af-0b15-4ad5-ab8a-37c2c747c475,b03c9435-7d22-4661-9631-eb6061fe7f2c,1d0d096e-8b3a-4cb1-bfae-b7edbd2a16a4,,RETRY,2,2024-09-06T10:00:00+00:00,2026-09-04T11:56:58.306646+00:00,2026-09-04T11:56:57.999533+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Customer balance insufficient at retry time,UPI,False,588.82,,,"{'outcome': 'FAILED', 'intent_id': '1d0d096e-8b3a-4cb1-bfae-b7edbd2a16a4', 'person_id': '8e6b2bdd-a2e4-4fd4-8f5b-11730790a3e1', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:58.306646+00:00', 'merchant_id': 'e9b48d21-dfdc-49e9-8e19-89a3a378906b', 'inline_retry': True, 'retry_number': 2, 'retry_attempt_id': '4e8633b3-1d9b-4f8b-9764-95cec9ba04c3', 'failure_timestamp': '2024-09-05T22:00:00+00:00', 'primary_account_id': '790766da-574a-4d2c-ae8f-508bdd8b63ca'}",lifetime
BASELINE,a84a5cae-fe0a-4247-909f-8a2766feb8be,b03c9435-7d22-4661-9631-eb6061fe7f2c,68f67d92-4a57-4ef2-bc85-0bded52ff9cc,,RETRY,1,2024-09-05T22:00:00+00:00,2026-09-04T11:56:57.925821+00:00,2026-09-04T11:56:57.034947+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,CARD,False,234.82,,,"{'outcome': 'FAILED', 'intent_id': '68f67d92-4a57-4ef2-bc85-0bded52ff9cc', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:57.925821+00:00', 'merchant_id': 'd383cd49-6def-4cc0-b131-35f76eb056c8', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': 'd9f409a6-b2b0-4b8a-abf4-acf0c7c5fca3', 'failure_timestamp': '2024-09-05T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
BASELINE,4f6c03da-3aba-4a90-8b37-e75ec498f28b,b03c9435-7d22-4661-9631-eb6061fe7f2c,054917d3-9bf8-4fae-a99c-99e3edfef25a,,RETRY,1,2024-09-05T22:00:00+00:00,2026-09-04T11:56:57.908017+00:00,2026-09-04T11:56:57.030044+00:00,FAILED,retry_scheduled,retry_scheduled,INSUFFICIENT_FUNDS,Insufficient balance,UPI,False,706.82,,,"{'outcome': 'FAILED', 'intent_id': '054917d3-9bf8-4fae-a99c-99e3edfef25a', 'person_id': 'f12ead31-f227-49e3-926e-9a3e02cd5751', 'bank_state': 'NORMAL', 'executed_at': '2026-09-04T11:56:57.908017+00:00', 'merchant_id': 'faa699dd-6b0a-4f75-b965-1ace37226cf7', 'inline_retry': True, 'retry_number': 1, 'retry_attempt_id': '25944747-c083-4bba-adb7-1003ec41eae7', 'failure_timestamp': '2024-09-05T10:00:00+00:00', 'primary_account_id': '816b271c-9121-489c-9cdb-8730ed279b7e'}",lifetime
